id,name,city,country,coordinates
delhi-anand-vihar,Anand Vihar,Delhi,IN,"{'latitude': 28.646, 'longitude': 77.315}"
delhi-rk-puram,R.K. Puram,Delhi,IN,"{'latitude': 28.562, 'longitude': 77.183}"
delhi-mandir-marg,Mandir Marg,Delhi,IN,"{'latitude': 28.637, 'longitude': 77.207}"
delhi-ashok-vihar,Ashok Vihar,Delhi,IN,"{'latitude': 28.692, 'longitude': 77.17}"
bangalore-btm,BTM Layout,Bangalore,IN,"{'latitude': 12.916, 'longitude': 77.61}"
bangalore-peenya,Peenya,Bangalore,IN,"{'latitude': 13.03, 'longitude': 77.53}"
bangalore-yeshwanthpur,Yeshwanthpur,Bangalore,IN,"{'latitude': 13.02, 'longitude': 77.55}"
bangalore-whitefield,Whitefield,Bangalore,IN,"{'latitude': 12.969, 'longitude': 77.749}"
mumbai-bandra,Bandra,Mumbai,IN,"{'latitude': 19.054, 'longitude': 72.84}"
mumbai-kurla,Kurla,Mumbai,IN,"{'latitude': 19.074, 'longitude': 72.88}"
mumbai-borivali,Borivali,Mumbai,IN,"{'latitude': 19.231, 'longitude': 72.856}"
mumbai-dadar,Dadar,Mumbai,IN,"{'latitude': 19.017, 'longitude': 72.843}"
10633,"Victoria, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.5448082, 'longitude': 88.3403691}"
10645,"Industrial Area, Hajipur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.697189, 'longitude': 85.2459}"
10670,"Muradpur, Patna - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.619651, 'longitude': 85.147382}"
10695,"Ratanpura, Rupnagar - Ambuja Cements",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.032545399999997, 'longitude': 76.5623046}"
10697,"Samanpura, Patna - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.596727, 'longitude': 85.085624}"
10725,"Mini Secretariat, Charkhi Dadri - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.593883, 'longitude': 76.270653}"
10747,"Thavakkara, Kannur - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.875, 'longitude': 75.3732}"
10780,"Manali Village, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.1662, 'longitude': 80.2584}"
10820,"Sector 30, Faridabad - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.4417, 'longitude': 77.3217}"
10823,"Buddha Colony, Muzaffarpur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.11442, 'longitude': 85.39813}"
10825,"Sector-51, Gurugram - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.4227, 'longitude': 77.0667}"
10831,"Rohini, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.732528, 'longitude': 77.11992}"
10844,"Ghusuri, Howrah - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.611968, 'longitude': 88.347422}"
10851,"Bidhannagar, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.58157048, 'longitude': 88.41002457}"
10895,"Lumpyngngad, Shillong - Meghalaya PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.5586, 'longitude': 91.8985}"
10896,"Chhoti Gwaltoli, Indore - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.431, 'longitude': 75.5213}"
10897,"ICRISAT Patancheru, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.5184, 'longitude': 78.278777}"
10898,"Palayam, Kozhikode - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.249077, 'longitude': 75.78437099999998}"
10900,"Teri Gram, Gurugram - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.4275, 'longitude': 77.1465}"
10901,"PWD Juction, Kohima - NPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.6635413, 'longitude': 94.0989878}"
10902,"Kalyana Nagara, Chikkamagaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.328028, 'longitude': 75.797056}"
10903,"Railway Colony, Guwahati - APCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.181742, 'longitude': 91.78063}"
10904,"Rabindra Sarobar, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.51106, 'longitude': 88.35142}"
10905,"Rishi Nagar, Kaithal - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.8006, 'longitude': 76.4155}"
10906,"Murthal, Sonipat - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.027199999999997, 'longitude': 77.0621}"
10907,"City Center, Gwalior - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.203442, 'longitude': 78.193251}"
10908,"Sector 11, Faridabad - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.376058, 'longitude': 77.315741}"
10909,"Vijay Nagar, Ramanagara - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.733409, 'longitude': 77.298051}"
10910,"Sector-12, Karnal - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.6953, 'longitude': 77.0027}"
10911,"Marhatal, Jabalpur - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.168606, 'longitude': 79.932247}"
10912,"Phool Bagh, Gwalior - Mondelez Ind. Food",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.210536, 'longitude': 78.171}"
10913,"T T Nagar, Bhopal - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.233584, 'longitude': 77.400574}"
10914,"Sector-25, Chandigarh - CPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.751462, 'longitude': 76.762879}"
10915,"Polayathode, Kollam - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 8.8787, 'longitude': 76.6073}"
10916,"Kacheripady, Ernakulam - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 9.985653, 'longitude': 76.281342}"
10917,"Sahilara, Maihar - KJS Cements",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.2613009, 'longitude': 80.7231783}"
10918,"Ballygunge, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.5367507, 'longitude': 88.3638022}"
10919,"Sanjay Nagar, Ghaziabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.685382, 'longitude': 77.453839}"
10920,"New Industrial Town, Faridabad - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.39072, 'longitude': 77.30059}"
10921,"NISE Gwal Pahari, Gurugram - IMD",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.422681, 'longitude': 77.148944}"
11577,"Vinoba Nagara, Shivamogga - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.94, 'longitude': 75.555917}"
11578,"Royapuram, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.1036, 'longitude': 80.2909}"
11579,"Kodungaiyur, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.1278, 'longitude': 80.2642}"
11580,"Meelavittan, Thoothukudi - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 8.816428, 'longitude': 78.099039}"
11581,"Arumbakkam, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.0664, 'longitude': 80.2112}"
11582,"Stuart Hill, Madikeri - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.415911, 'longitude': 75.73505}"
11583,"Kunjaban, Agartala - Tripura SPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.8628276, 'longitude': 91.2887362}"
11602,"Bandra Kurla Complex, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.053536000000005, 'longitude': 72.84643}"
11603,"Chandni Chowk, Delhi - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.656756, 'longitude': 77.227234}"
11604,"Deonar, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.04946, 'longitude': 72.923}"
11606,"Borivali East, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.23241, 'longitude': 72.86895}"
11607,"Lodhi Road, Delhi - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.588333, 'longitude': 77.221667}"
11608,"Bhosari, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.640051, 'longitude': 73.848956}"
11609,"Mhada Colony, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.57304, 'longitude': 73.927715}"
11610,"Transport Nagar-Nigdi, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.664282, 'longitude': 73.763966}"
11611,"Malad West, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.19709, 'longitude': 72.82204}"
11612,"Sector-19A Nerul, Navi Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.044, 'longitude': 73.03250000000001}"
11613,"Revenue Colony-Shivajinagar, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.530085, 'longitude': 73.849598}"
12024,"Chakala-Andheri East, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.11074, 'longitude': 72.86084}"
12039,"Khindipada-Bhandup West, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.164394, 'longitude': 72.928297}"
12040,"Mulund West, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.175, 'longitude': 72.9419}"
12041,"Diwator Nagar, Koppal - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 15.34763, 'longitude': 76.181767}"
12042,"Alandi, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.675076, 'longitude': 73.892743}"
12043,"Haji Colony, Raichur - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 16.208139, 'longitude': 77.348417}"
12044,"Kandivali East, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.2058, 'longitude': 72.8682}"
12045,"IITK, Kanpur - IITK",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.511738999999995, 'longitude': 80.235136}"
12046,"Perungudi, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.9533, 'longitude': 80.2357}"
42240,"Pan Bazaar, Guwahati - APCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.1875, 'longitude': 91.744194}"
44513,"Kadri, Mangalore - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.88925, 'longitude': 74.853}"
44514,"Naubad, Bidar - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.930306, 'longitude': 77.482194}"
44515,"Panchal Nagar, Gadag - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 15.411456, 'longitude': 75.638133}"
45008,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.4127, 'longitude': 80.1081}"
60656,"Tamaka Ind. Area, Kolar - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.1276288, 'longitude': 78.1570122}"
60657,"Devaraj Urs Badavane, Davanagere - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 14.4758, 'longitude': 75.9052}"
60658,"Hadapsar, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.501793, 'longitude': 73.927532}"
60659,"Jawahar Nagar, Puducherry - PPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.9309, 'longitude': 79.8027}"
60660,"MIT-Kothrud, Pune - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.517754, 'longitude': 73.8214883}"
60661,"Siddharth Nagar-Worli, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.000083, 'longitude': 72.813993}"
220265,"Rajbagh, Srinagar - JKSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 34.06621, 'longitude': 74.81982}"
220353,"Brahmagiri, Udupi - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.34194, 'longitude': 74.74694}"
223145,"B.Katihalli, Hassan - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.008556, 'longitude': 76.12525800000002}"
223146,"Naharlagun, Naharlagun - APSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.103358, 'longitude': 93.679645}"
227384,"Jhunsi, Prayagraj - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.425602, 'longitude': 81.917152}"
227386,"B R Ambedkar University, Lucknow - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.766433, 'longitude': 80.927299}"
227387,"Motilal Nehru NIT, Prayagraj - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.494, 'longitude': 81.863}"
227533,"Rakhial, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.016834, 'longitude': 72.625775}"
227534,"Gyaspur, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.977134, 'longitude': 72.553024}"
227535,"Manoharpur, Agra - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.23711, 'longitude': 78.01936}"
227536,"Chandkheda, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.107969, 'longitude': 72.574648}"
227931,"Sector-3B Avas Vikas Colony, Agra - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.19412, 'longitude': 77.96237}"
228297,"SVPI Airport Hansol, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.076793, 'longitude': 72.627874}"
228298,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.04307, 'longitude': 72.562968}"
228299,"GIFT City, Gandhinagar - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.163798, 'longitude': 72.677768}"
228300,"SAC ISRO Satellite, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.023389, 'longitude': 72.515201}"
228301,"IIPHG Lekawada, Gandhinagar - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.243639, 'longitude': 72.68994}"
228303,"SAC ISRO Bopal, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.041137, 'longitude': 72.456691}"
228352,"Shastripuram, Agra - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.19862, 'longitude': 77.92066}"
228397,"IESD Banaras Hindu University, Varanasi - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.262326, 'longitude': 82.995408}"
228403,"Bhelupur, Varanasi - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.301778, 'longitude': 82.996789}"
228840,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.730136, 'longitude': 83.433859}"
229195,"Maldahiya, Varanasi - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.32393, 'longitude': 82.99687}"
229252,"NSI Kalyanpur, Kanpur - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.509954, 'longitude': 80.249612}"
229404,"Kukrail Picnic Spot-1, Lucknow - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.90723, 'longitude': 80.98579}"
229473,blore_India_07_14_official,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.003347077, 'longitude': 77.628012188}"
229728,"Kamalnath Nagar, Bettiah - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.80365, 'longitude': 84.51954}"
229729,"Nagla Bhau, Firozabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.168897, 'longitude': 78.37696}"
229730,"Town Hall - Lal Bagh, Darbhanga - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.151459999999997, 'longitude': 85.89342}"
229731,"Gandak Colony, Motihari - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.63086, 'longitude': 84.90051}"
229985,"D M Colony, Bihar Sharif - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.204762, 'longitude': 85.51496}"
229987,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.1403345, 'longitude': 85.3650192}"
233414,"Omex Eternity, Vrindavan - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.571409, 'longitude': 77.655757}"
233415,"Sector 22, Chandigarh - CPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.735567, 'longitude': 76.775714}"
233416,"Nagar Nigam, Prayagraj - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.44919916, 'longitude': 81.82735986}"
233470,Islamabad,,"{'id': 109, 'code': 'PK', 'name': 'Pakistan'}","{'latitude': 33.725614, 'longitude': 73.11602}"
234568,"FTI Kidwai Nagar, Kanpur - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.428282, 'longitude': 80.327067}"
234997,"Dharmapuri, Agra - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.169338, 'longitude': 78.03582}"
236406,"Mangala, Bilaspur - CECB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.08815, 'longitude': 82.13737}"
270697,"Employment Office, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.88528, 'longitude': 78.7388}"
270703,"Dada Peer, Sasaram - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.952822, 'longitude': 84.002396}"
270704,"Town Hall, Munger - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.376776, 'longitude': 86.471523}"
270708,"Civic Center, Bhilai - Bhilai Steel Plant",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 21.185571, 'longitude': 81.343175}"
270720,"Mirchaibari, Katihar - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.560083, 'longitude': 87.553265}"
270721,"Mayaganj, Bhagalpur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.265194, 'longitude': 87.012947}"
270722,"Central Jail, Buxar - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.555605, 'longitude': 83.950942}"
270723,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.251013, 'longitude': 86.989001}"
270724,"Kareemganj, Gaya - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.792403, 'longitude': 84.992416}"
270725,"Mariam Nagar, Purnia - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.765657, 'longitude': 87.466829}"
270726,"Chitragupta Nagar, Siwan - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.2271665, 'longitude': 84.3570427}"
270727,"SDM Office_Khagra, Kishanganj - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.0881305, 'longitude': 87.93840336}"
270728,"Police Line, Saharsa - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.892357, 'longitude': 86.590325}"
270729,"Darshan Nagar, Chhapra - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.7808257, 'longitude': 84.7446768}"
270730,"Dangi Tola, Rajgir - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.0328, 'longitude': 85.41948}"
270737,"Forest Rest House, Manguraha - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.307773, 'longitude': 84.529114}"
270771,"Buddhi Vihar, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.83526, 'longitude': 78.7446}"
270774,"New DM Office, Arrah - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.5626095, 'longitude': 84.663264}"
270775,"Kharahiya Basti, Araria - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.146529, 'longitude': 87.454184}"
270777,"Jigar Colony, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.856664, 'longitude': 78.772638}"
270877,"Eco Herbal Park, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.840739, 'longitude': 78.697531}"
278159,"Rohta, Agra - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.106972, 'longitude': 78.000111}"
278418,"Sector-53, Chandigarh - CPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.719859, 'longitude': 76.738637}"
278671,"Shivaji Nagar, Jhansi - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.4547, 'longitude': 78.6039}"
301387,"Raikhad, Ahmedabad - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.020509, 'longitude': 72.579261}"
301388,"Sardar Patel Inter College, Baghpat - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.964949, 'longitude': 77.278761}"
301389,"HIMUDA Complex Phase-1, Baddi - HPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.943887, 'longitude': 76.801991}"
301390,"Bardowali, Agartala - Tripura SPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.8175497, 'longitude': 91.2726974}"
301391,"DM Office_Kasipur, Samastipur - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.859655, 'longitude': 85.77944}"
301670,"Collector Office, Yadgir - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 16.7602, 'longitude': 77.1428}"
304956,"Gurdeo Nagar, Aurangabad - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.75746, 'longitude': 84.366208}"
306252,"DRCC Anandpur, Begusarai - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.444266, 'longitude': 86.140169}"
307463,"Zero Point GICI, Gangtok - SSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.338529999999995, 'longitude': 88.614099}"
309803,"Ashwini Nagar, Haveri - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 14.7918, 'longitude': 75.38959999999999}"
313410,"DM College of Science, Imphal - Manipur PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.8207389, 'longitude': 93.94230849999998}"
313411,"JN Stadium, Shillong - Meghalaya PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.5803419, 'longitude': 91.8942571}"
313923,"Manipur University, Imphal - Manipur PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.7524239, 'longitude': 93.92862179999999}"
317035,"Doon University, Dehradun - UKPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.269444, 'longitude': 78.044167}"
323564,White Springs Plant,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 30.426029, 'longitude': 82.795356}"
330021,"Vibhab Nagar, Firozabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.1594, 'longitude': 78.3953}"
344103,"ECIL Kapra, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.470431, 'longitude': 78.566959}"
344104,"Kompally Municipal Office, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.544899, 'longitude': 78.486949}"
344140,"Somajiguda, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.417094, 'longitude': 78.457437}"
344142,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.429398, 'longitude': 78.569354}"
344144,"IITH Kandi, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.585705, 'longitude': 78.126199}"
346257,"Ramachandrapuram, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.528544, 'longitude': 78.286195}"
346258,"Kokapet, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.393559, 'longitude': 78.339194}"
346438,"Rajendra Nagar, Bareilly - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.38910936, 'longitude': 79.42963708}"
346439,"Kalindi Kunj, Khurja - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.2348927, 'longitude': 77.8683002}"
352465,"New Malakpet, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.37206, 'longitude': 78.50864}"
352777,"Kashiram Nagar, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.849399, 'longitude': 78.742362}"
353715,"Transport Nagar, Moradabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.802625, 'longitude': 78.753728}"
358448,"Kumaran College, Tirupur - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.0973603, 'longitude': 77.3228673}"
