id,name,city,country,coordinates
delhi-anand-vihar,Anand Vihar,Delhi,IN,"{'latitude': 28.646, 'longitude': 77.315}"
delhi-rk-puram,R.K. Puram,Delhi,IN,"{'latitude': 28.562, 'longitude': 77.183}"
delhi-mandir-marg,Mandir Marg,Delhi,IN,"{'latitude': 28.637, 'longitude': 77.207}"
delhi-ashok-vihar,Ashok Vihar,Delhi,IN,"{'latitude': 28.692, 'longitude': 77.17}"
bangalore-btm,BTM Layout,Bangalore,IN,"{'latitude': 12.916, 'longitude': 77.61}"
bangalore-peenya,Peenya,Bangalore,IN,"{'latitude': 13.03, 'longitude': 77.53}"
bangalore-yeshwanthpur,Yeshwanthpur,Bangalore,IN,"{'latitude': 13.02, 'longitude': 77.55}"
bangalore-whitefield,Whitefield,Bangalore,IN,"{'latitude': 12.969, 'longitude': 77.749}"
mumbai-bandra,Bandra,Mumbai,IN,"{'latitude': 19.054, 'longitude': 72.84}"
mumbai-kurla,Kurla,Mumbai,IN,"{'latitude': 19.074, 'longitude': 72.88}"
mumbai-borivali,Borivali,Mumbai,IN,"{'latitude': 19.231, 'longitude': 72.856}"
mumbai-dadar,Dadar,Mumbai,IN,"{'latitude': 19.017, 'longitude': 72.843}"
5662,"Nehru Nagar, Kanpur - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.4703136, 'longitude': 80.3229863}"
5664,"PWD Grounds, Vijayawada - APPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 16.507014, 'longitude': 80.627767}"
5665,"Vasundhara, Ghaziabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6603346, 'longitude': 77.3572563}"
5667,"Bhopal Chauraha, Dewas - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.9682591, 'longitude': 76.064118}"
5742,"Patparganj, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6310495, 'longitude': 77.2846218}"
5743,"Rohini, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.7407056, 'longitude': 77.0577492}"
5744,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.4997315, 'longitude': 77.2649067}"
5745,"Ghusuri, Howrah - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.5565568, 'longitude': 87.895755}"
5753,"Vivek Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6687803, 'longitude': 77.3130982}"
5754,"Jawaharlal Nehru Stadium, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.5828503, 'longitude': 77.2321778}"
5755,"Major Dhyan Chand National Stadium, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6125027, 'longitude': 77.2351994}"
5759,"Sonia Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.67795, 'longitude': 77.29868}"
5760,"Dwarka-Sector 8, Delhi - DPCC ",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.5206826, 'longitude': 76.8023871}"
5761,"Jahangirpuri, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.7258373, 'longitude': 77.1605631}"
5762,"Ashok Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6957202, 'longitude': 77.1812947}"
5763,"Narela, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.8446874, 'longitude': 77.0332666}"
5765,"Okhla Phase-2, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.5366411, 'longitude': 77.2664587}"
5766,"Nehru Nagar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.5639543, 'longitude': 77.2587868}"
6310,"Rabindra Bharati University, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.5824635, 'longitude': 88.35724470000001}"
6314,"NISE Gwal Pahari, Gurugram - IMD",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.4228859, 'longitude': 76.8496963}"
6338,阿里地委,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 32.5039, 'longitude': 80.0895}"
6356,"Pusa, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.639645, 'longitude': 77.146262}"
6357,"Punjabi Bagh, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.674045000000003, 'longitude': 77.13102300000001}"
6358,"Mandir Marg, New Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.636429, 'longitude': 77.201067}"
6359,"IHBAS, Dilshad Garden,New Delhi - CPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6811736, 'longitude': 77.3025234}"
6442,"Ratanpura, Rupnagar - Ambuja Cements",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 31.0325454, 'longitude': 76.5623046}"
6443,"Bandhavgar Colony, Satna - Birla Cement",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.58434363, 'longitude': 80.8549414}"
6920,"Manali Village, Chennai - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.258244, 'longitude': 77.552429}"
6923,"New Mandi, Muzaffarnagar - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.4723508, 'longitude': 77.7194031}"
6924,"Indirapuram, Ghaziabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.646233, 'longitude': 77.358075}"
6927,"Colaba, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 18.91, 'longitude': 72.82}"
6928,"Vasai West, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.3832, 'longitude': 72.8204}"
6929,"Major Dhyan Chand National Stadium, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.611281, 'longitude': 77.237738}"
6930,"Gobind Pura, Yamuna Nagar - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.1480566, 'longitude': 77.2893471}"
6931,"Dwarka-Sector 8, Delhi - DPCC ",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.5710274, 'longitude': 77.0719006}"
6932,"Alipur, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.815329, 'longitude': 77.15301}"
6933,"Shasthri Nagar, Ratlam - IPCA Lab",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.331731, 'longitude': 75.045981}"
6934,"Dr. Karni Singh Shooting Range, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.498571, 'longitude': 77.26484}"
6935,"Urban Estate-II, Hisar - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.14056, 'longitude': 75.744941}"
6936,"Arya Nagar, Bahadurgarh - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.6701, 'longitude': 76.9254}"
6937,"Sector-10, Gandhinagar - GPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.221714, 'longitude': 72.654328}"
6938,"Vivek Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.672342, 'longitude': 77.31526}"
6939,"Hardev Nagar, Bathinda - PPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.233011, 'longitude': 74.907758}"
6940,"Kalal Majra, Khanna - PPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.736056, 'longitude': 76.209694}"
6941,"Railway Colony, Guwahati - APCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.144499999999997, 'longitude': 91.7362}"
6942,"Phase-4 GIDC, Vatva - GPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.969611, 'longitude': 72.6435}"
6943,"Mahape, Navi Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.1135051, 'longitude': 73.008978}"
6944,"H.B. Colony, Bhiwani - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.806223, 'longitude': 76.141105}"
6945,"Kurla, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.0863, 'longitude': 72.8888}"
6946,"Belur Math, Howrah - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.629801, 'longitude': 88.352017}"
6947,"General Hospital, Mandikhera - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 27.9002, 'longitude': 76.9938}"
6948,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.10078, 'longitude': 72.87462}"
6949,"Municipal Corporation Office, Dharuhera -  HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.2068, 'longitude': 76.7997}"
6950,"Jadavpur, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.49929, 'longitude': 88.36917}"
6951,"Murthal, Sonipat - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.0272, 'longitude': 77.0621}"
6952,"F-Block, Sirsa - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.5364, 'longitude': 75.0158}"
6953,"Sector-2 IMT, Manesar - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.360699, 'longitude': 76.93609}"
6954,"Chikkaballapur Rural, Chikkaballapur - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.428828, 'longitude': 77.731418}"
6955,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.321993, 'longitude': 76.822628}"
6956,"Powai, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.1375, 'longitude': 72.915056}"
6957,"Jawaharlal Nehru Stadium, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.58028, 'longitude': 77.233829}"
6958,"Sector-18, Panipat - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.435587, 'longitude': 76.975531}"
6959,"Siddharth Nagar-Worli, Mumbai - IITM",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.000083, 'longitude': 72.813993}"
6960,"Patparganj, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.623748, 'longitude': 77.287205}"
6961,"Shrivastav Colony, Damoh - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.81748678, 'longitude': 79.446246}"
6962,"GIDC, Ankleshwar - GPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 21.613267, 'longitude': 73.010555}"
6963,"Police Lines, Jind - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.307814, 'longitude': 76.337619}"
6964,"Patti Mehar, Ambala - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 30.379589, 'longitude': 76.778328}"
6965,"Borivali East, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.227474, 'longitude': 72.864394}"
6966,"Udyogamandal, Eloor - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 10.073232, 'longitude': 76.302765}"
6967,"Sion, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.047, 'longitude': 72.8746}"
6968,"Phase-1 GIDC, Vapi - GPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 20.362421, 'longitude': 72.918013}"
6969,"Huda Sector, Fatehabad - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.503664, 'longitude': 75.467934}"
6970,"Shastri Nagar, Narnaul - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.060249, 'longitude': 76.113115}"
6971,"Rishi Nagar, Kaithal - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.8006, 'longitude': 76.4155}"
6972,"Nathu Colony, Ballabgarh - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.3419248, 'longitude': 77.319699}"
6973,"Jayanagar 5th Block, Bengaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.920984, 'longitude': 77.584908}"
6974,"Bapuji Nagar, Bengaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.951913, 'longitude': 77.539784}"
6975,"Silk Board, Bengaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.917348, 'longitude': 77.622813}"
6976,"Jai Bhim Nagar, Meerut - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.9535882, 'longitude': 77.7622941}"
6978,"Knowledge Park - III, Greater Noida - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.47272, 'longitude': 77.482}"
6979,"New Collectorate, Baghpat - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.974801000000003, 'longitude': 77.21335699999999}"
6980,"Sector-1, Noida - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.589247, 'longitude': 77.321962}"
6981,"Fort William, Kolkata - WBPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.55664, 'longitude': 88.342674}"
6982,"Deshpande Nagar, Hubballi - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 15.351773, 'longitude': 75.140726}"
6983,"Hombegowda Nagar, Bengaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.938539, 'longitude': 77.5901}"
6984,"Hebbal, Bengaluru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.029152, 'longitude': 77.585901}"
6985,"Yamunapuram, Bulandshahr - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.406963, 'longitude': 77.849831}"
6986,"Knowledge Park - V, Greater Noida - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.557054, 'longitude': 77.453663}"
6987,"Vile Parle West, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.10861, 'longitude': 72.83622}"
6988,"Sector-116, Noida - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.56923, 'longitude': 77.393848}"
7005,"Loni, Ghaziabad - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.757294, 'longitude': 77.278792}"
7044,"R K Puram, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.563262000000005, 'longitude': 77.186937}"
7140,"Gomti Nagar, Lucknow - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.86812, 'longitude': 81.005119}"
7153,Rangoon,,"{'id': 127, 'code': 'MM', 'name': 'Myanmar'}","{'latitude': 16.8256, 'longitude': 96.1445}"
7280,"Shyam Nagar, Palwal - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.1485564, 'longitude': 77.3320667}"
7281,"Shyam Nagar, Palwal - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.1485564, 'longitude': 77.3320667}"
7282,"Sector-7, Kurukshetra - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.966942, 'longitude': 76.875879}"
7283,"MD University, Rohtak - HSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.87793, 'longitude': 76.620825}"
7289,"Hebbal 1st Stage, Mysuru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.21041, 'longitude': 76.37376}"
7292,"Chhoti Gwaltoli, Indore - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.431, 'longitude': 75.5213}"
7299,"Gole Bazar, Katni - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.833778, 'longitude': 80.39122199999998}"
7434,"East Arjun Nagar, Delhi - CPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.655601699999995, 'longitude': 77.2859318}"
7494,"SFTI Kusdihra, Gaya - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 24.762518, 'longitude': 84.982348}"
7495,"DRM Office Danapur, Patna - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.586562, 'longitude': 85.043586}"
7583,"ICRISAT Patancheru, Hyderabad - TSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.305178, 'longitude': 78.162863}"
7641,昌都地区昌都坝,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 31.125400000000003, 'longitude': 97.1809}"
7646,那曲监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 31.4846, 'longitude': 92.0657}"
7647,那曲会议中心,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 31.479700000000005, 'longitude': 92.05060000000002}"
7672,日喀则鸿达公司,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.236500000000003, 'longitude': 88.8931}"
7720,"Pallavpuram Phase 2, Meerut - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 29.06351, 'longitude': 77.709723}"
7752,"Khadakpada, Kalyan - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.25292, 'longitude': 73.142019}"
7777,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.321993, 'longitude': 76.822628}"
7833,"Ganga Nagar, Meerut - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.999264, 'longitude': 77.7590354}"
7850,"Bandra, Mumbai - MPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.0627, 'longitude': 72.84614}"
7880,"Sikulpuikawn, Aizawl - Mizoram PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.7176342, 'longitude': 92.7192841}"
7901,"Corporation Ground, Thrissur- Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 10.522198, 'longitude': 76.24085}"
7979,"Deen Dayal Nagar, Sagar - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.8640158, 'longitude': 78.80289321}"
8035,"Ibrahimpur, Vijayapura - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 16.802639, 'longitude': 75.722694}"
8039,Mumbai,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 19.07283, 'longitude': 72.88261}"
8088,Peshawar,,"{'id': 109, 'code': 'PK', 'name': 'Pakistan'}","{'latitude': 34.005852, 'longitude': 71.53775}"
8092,"East Arjun Nagar, Delhi - CPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.655935, 'longitude': 77.294904}"
8118,New Delhi,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.63576, 'longitude': 77.22445}"
8153,"Urban, Chamarajanagar - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 11.55358, 'longitude': 76.55521}"
8171,"GIDC, Nandesari - Nandesari Ind. Association",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.410802, 'longitude': 73.097923}"
8172,US Diplomatic Post: Kolkata,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 22.56263, 'longitude': 88.36304}"
8190,"Kariavattom, Thiruvananthapuram - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 8.5637, 'longitude': 76.8865}"
8235,"Jahangirpuri, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.73282, 'longitude': 77.170633}"
8239,"Okhla Phase-2, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.530785, 'longitude': 77.271255}"
8245,"Gole Bazar, Katni - MPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 23.50016, 'longitude': 80.23284}"
8319,"Anand Vihar, Hapur - UPPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.725645, 'longitude': 77.749675}"
8365,"Nehru Nagar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.56789, 'longitude': 77.250515}"
8415,Dhaka,,"{'id': 128, 'code': 'BD', 'name': 'Bangladesh'}","{'latitude': 23.796374, 'longitude': 90.424614}"
8472,"Bawana, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.7762, 'longitude': 77.051074}"
8475,"Sonia Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.710508, 'longitude': 77.249485}"
8556,Kabul,,"{'id': 130, 'code': 'AF', 'name': 'Afghanistan'}","{'latitude': 34.554384, 'longitude': 69.204597}"
8557,Hyderabad,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 17.38405, 'longitude': 78.45636}"
8558,Chennai,,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 13.08784, 'longitude': 80.278475}"
8634,US Diplomatic Post: Islamabad,,"{'id': 109, 'code': 'PK', 'name': 'Pakistan'}","{'latitude': 33.7235, 'longitude': 73.11822}"
8664,US Diplomatic Post: Lahore,,"{'id': 109, 'code': 'PK', 'name': 'Pakistan'}","{'latitude': 31.560078, 'longitude': 74.33589}"
8895,区辐射站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.658799999999996, 'longitude': 90.9798}"
8914,"SIDCO Kurichi, Coimbatore - TNPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 10.942451, 'longitude': 76.978996}"
8915,"Wazirpur, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.699793, 'longitude': 77.165453}"
8916,"Vyttila, Kochi - Kerala PCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 9.969447, 'longitude': 76.321186}"
8917,"Ashok Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.695381, 'longitude': 77.181665}"
8933,日喀则监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.271799999999995, 'longitude': 88.8876}"
8938,昌都会议中心,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 31.140600000000003, 'longitude': 97.1714}"
8939,昌都监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 31.1273, 'longitude': 97.18060000000001}"
8971,林业技术推广中心,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.2426, 'longitude': 88.8781}"
8975,林芝人民医院,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.661599999999996, 'longitude': 94.3616}"
8976,林芝监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.637599999999996, 'longitude': 94.36810000000001}"
9149,玉树县结古镇,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 33.0014, 'longitude': 97.0}"
9552,西藏大学,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.6541, 'longitude': 91.1774}"
9708,阿里藏医院,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 32.5028, 'longitude': 80.0903}"
9709,阿里监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 32.5, 'longitude': 80.1161}"
9922,八廓街,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.6514, 'longitude': 91.13189999999999}"
9985,区监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.647500000000004, 'longitude': 91.0874}"
10091,地区环保局,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 37.08769999999999, 'longitude': 79.92399999999999}"
10202,山南人民医院,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.243600000000004, 'longitude': 91.7706}"
10203,山南监测站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.2313, 'longitude': 91.7608}"
10306,市环保局,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.6747, 'longitude': 91.1221}"
10438,拉萨火车站,,"{'id': 10, 'code': 'CN', 'name': 'China'}","{'latitude': 29.6292, 'longitude': 91.0834}"
10482,US Diplomatic Post: Kabul,,"{'id': 130, 'code': 'AF', 'name': 'Afghanistan'}","{'latitude': 34.535812, 'longitude': 69.190514}"
10484,"Sri Aurobindo Marg, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.531346, 'longitude': 77.190156}"
10485,"Narela, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.822836, 'longitude': 77.101981}"
10486,"Mundka, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.684678, 'longitude': 77.076574}"
10487,"Anand Vihar, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.646835, 'longitude': 77.316032}"
10488,"Najafgarh, Delhi - DPCC",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.570173, 'longitude': 76.933762}"
10489,"ITO, Delhi - CPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 28.628624, 'longitude': 77.24106}"
10537,"Vidayagiri, Bagalkot - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 16.172806, 'longitude': 75.659694}"
10545,"Civil Lines, Ajmer - RSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 26.470859, 'longitude': 74.646594}"
10599,"Rajbansi Nagar, Patna - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.599486, 'longitude': 85.113666}"
10609,"Hebbal 1st Stage, Mysuru - KSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 12.210409999999998, 'longitude': 76.37376}"
10630,"Govt. High School Shikarpur, Patna - BSPCB",,"{'id': 9, 'code': 'IN', 'name': 'India'}","{'latitude': 25.592539, 'longitude': 85.227158}"
